8.32928 0.997193 0.598316 -0.141156 0.991591 0.594955
8.11881 1.97768 1.18661 -0.278953 0.966684 0.58001
7.77355 2.92537 1.75522 -0.410236 0.926206 0.555724
7.30144 3.82538 2.29523 -0.532234 0.87161 0.522966
6.71294 4.66449 2.7987 -0.642687 0.804744 0.482846
6.02048 5.43147 3.25888 -0.73992 0.727708 0.436625
5.23787 6.11725 3.67035 -0.822849 0.642709 0.385626
4.37973 6.71497 4.02898 -0.890947 0.551934 0.33116
3.46094 7.21989 4.33193 -0.944172 0.457445 0.274467
2.49623 7.62925 4.57755 -0.982874 0.361113 0.216668
1.49982 7.94205 4.76523 -1.0077 0.264577 0.158746
0.485175 8.1588 4.89528 -1.0195 0.169229 0.101537
-0.535166 8.28129 4.96877 -1.01926 0.0762183 0.045731
-1.54968 8.31233 4.9874 -1.00803 -0.0135314 -0.00811886
-2.54791 8.25555 4.95333 -0.986852 -0.0992983 -0.059579
-3.52042 8.11524 4.86914 -0.956774 -0.180534 -0.10832
-4.45882 7.89613 4.73768 -0.918783 -0.256835 -0.154101
-5.35566 7.60331 4.56199 -0.873803 -0.327917 -0.19675
-6.20438 7.2421 4.34526 -0.822693 -0.39359 -0.236154
-6.99926 6.81797 4.09078 -0.766237 -0.453738 -0.272243
-7.73531 6.33649 3.80189 -0.705148 -0.508299 -0.304979
-8.40823 5.80324 3.48195 -0.640073 -0.557253 -0.334352
-9.01432 5.22385 3.13431 -0.571598 -0.600608 -0.360365
-9.55047 4.60389 2.76233 -0.500251 -0.638389 -0.383033
-10.014 3.94892 2.36935 -0.426513 -0.670634 -0.40238
-10.4028 3.26445 1.95867 -0.350824 -0.697383 -0.41843
-10.7152 2.55597 1.53358 -0.273587 -0.718676 -0.431206
-10.9496 1.8289 1.09734 -0.195178 -0.73455 -0.44073
-11.1052 1.08866 0.653199 -0.115951 -0.745034 -0.44702
-11.1814 0.340627 0.204376 -0.0362457 -0.750147 -0.450088
-11.1777 -0.409843 -0.245906 0.0436081 -0.7499 -0.44994
-11.0942 -1.15739 -0.694431 0.123283 -0.744292 -0.446575
-10.9313 -1.89664 -1.13798 0.202449 -0.733312 -0.439987
-10.6896 -2.62221 -1.57333 0.280764 -0.716939 -0.430164
-10.3702 -3.32871 -1.99722 0.357875 -0.695144 -0.417086
-9.97438 -4.01068 -2.40641 0.433401 -0.66789 -0.400734
-9.50402 -4.66265 -2.79759 0.506937 -0.635136 -0.381082
-8.96131 -5.2791 -3.16746 0.578039 -0.596842 -0.358105
-8.34892 -5.85448 -3.51269 0.646223 -0.552972 -0.331783
-7.67002 -6.38318 -3.82991 0.710955 -0.503501 -0.302101
-6.92835 -6.85961 -4.11577 0.771644 -0.448424 -0.269054
-6.12829 -7.27817 -4.3669 0.827638 -0.387764 -0.232658
-5.27488 -7.6333 -4.57998 0.878217 -0.321586 -0.192952
-4.37393 -7.91954 -4.75172 0.922588 -0.250014 -0.150009
-3.43206 -8.13159 -4.87896 0.959889 -0.173245 -0.103947
-2.45682 -8.2644 -4.95864 0.989188 -0.0915739 -0.0549443
