8.36853 0.665838 0.399503 -0.0943144 0.996256 0.597754
8.27447 1.3267 0.796018 -0.187625 0.985088 0.591053
8.11881 1.97769 1.18661 -0.278954 0.966684 0.58001
7.90318 2.61407 1.56844 -0.367381 0.941348 0.564809
7.6298 3.23137 1.93882 -0.452059 0.909491 0.545695
7.30143 3.8254 2.29524 -0.532236 0.871609 0.522965
6.92129 4.39231 2.63539 -0.60727 0.828268 0.496961
6.49299 4.92868 2.95721 -0.676635 0.780085 0.468051
6.02046 5.4315 3.2589 -0.739922 0.727705 0.436623
5.50784 5.89818 3.53891 -0.796841 0.671788 0.403073
4.95946 6.32658 3.79595 -0.847209 0.612985 0.367791
4.3797 6.71499 4.029 -0.890949 0.551931 0.331158
3.77299 7.06212 4.23727 -0.92807 0.48923 0.293538
3.14372 7.36706 4.42024 -0.958661 0.425449 0.255269
2.49619 7.62927 4.57756 -0.982875 0.361108 0.216665
1.83458 7.84853 4.70912 -1.00092 0.296682 0.178009
1.16294 8.02492 4.81495 -1.01303 0.232596 0.139557
0.48512 8.15881 4.89529 -1.0195 0.169224 0.101534
-0.19521 8.25079 4.95047 -1.02061 0.106895 0.0641373
-0.874585 8.30164 4.98098 -1.01668 0.0458946 0.0275367
-1.54975 8.31233 4.9874 -1.00802 -0.0135368 -0.00812209
-2.21764 8.28398 4.97039 -0.994947 -0.0711944 -0.0427167
-2.87544 8.21784 4.9307 -0.977763 -0.126908 -0.076145
-3.52049 8.11523 4.86914 -0.956772 -0.180539 -0.108324
-4.15036 7.97761 4.78656 -0.932264 -0.231975 -0.139185
-4.76279 7.80644 4.68387 -0.904519 -0.281125 -0.168675
-5.35573 7.60329 4.56198 -0.873799 -0.327922 -0.196753
-5.92726 7.36975 4.42185 -0.840357 -0.372314 -0.223388
-6.47566 7.10742 4.26445 -0.804427 -0.414262 -0.248557
-6.99933 6.81794 4.09076 -0.766231 -0.453743 -0.272246
-7.49685 6.50297 3.90178 -0.725978 -0.490739 -0.294443
-7.96689 6.16417 3.6985 -0.683863 -0.525244 -0.315147
-8.40829 5.8032 3.48192 -0.640067 -0.557257 -0.334354
-8.81999 5.42171 3.25303 -0.59476 -0.586781 -0.352068
-9.20101 5.02137 3.01282 -0.548103 -0.613822 -0.368293
-9.55053 4.60383 2.7623 -0.500243 -0.638392 -0.383035
-9.86777 4.17073 2.50244 -0.451323 -0.660501 -0.396301
-10.1521 3.7237 2.23422 -0.401472 -0.680161 -0.408097
-10.4029 3.26438 1.95863 -0.350816 -0.697385 -0.418431
-10.6197 2.79439 1.67663 -0.299472 -0.712184 -0.427311
-10.8021 2.31533 1.3892 -0.247554 -0.72457 -0.434742
-10.9497 1.82883 1.0973 -0.195169 -0.734551 -0.440731
-11.0622 1.33646 0.801876 -0.14242 -0.742137 -0.445282
-11.1395 0.839835 0.503901 -0.0894101 -0.747334 -0.448401
-11.1814 0.34054 0.204324 -0.0362363 -0.750147 -0.450088
-11.1878 -0.159836 -0.0959018 0.0170034 -0.750577 -0.450346
-11.1587 -0.659705 -0.395823 0.0702121 -0.748625 -0.449175
-11.0942 -1.15748 -0.694487 0.123293 -0.74429 -0.446574
-10.9944 -1.65157 -0.99094 0.176147 -0.737568 -0.442541
-10.8594 -2.14038 -1.28423 0.228675 -0.728452 -0.437071
-10.6896 -2.62231 -1.57338 0.280774 -0.716936 -0.430162
-10.4852 -3.09576 -1.85746 0.332338 -0.70301 -0.421806
-10.2466 -3.55912 -2.13547 0.383255 -0.686664 -0.411998
-9.97433 -4.01078 -2.40647 0.433411 -0.667885 -0.400731
-9.66891 -4.4491 -2.66946 0.482682 -0.646662 -0.387997
-9.33098 -4.87245 -2.92347 0.53094 -0.622983 -0.37379
-8.96124 -5.2792 -3.16752 0.578049 -0.596836 -0.358101
-8.56053 -5.66768 -3.40061 0.623861 -0.56821 -0.340926
-8.12975 -6.03626 -3.62176 0.668221 -0.537097 -0.322258
-7.66992 -6.38326 -3.82996 0.710964 -0.503493 -0.302096
-7.18219 -6.70703 -4.02422 0.751911 -0.467396 -0.280438
-6.66781 -7.00591 -4.20355 0.790873 -0.428812 -0.257287
-6.12818 -7.27824 -4.36694 0.827646 -0.387754 -0.232652
-5.56481 -7.52237 -4.51342 0.862013 -0.344241 -0.206545
-4.97941 -7.73669 -4.64201 0.893744 -0.298309 -0.178985
-4.37379 -7.91959 -4.75176 0.922594 -0.250002 -0.150001
-3.74997 -8.06951 -4.84171 0.948303 -0.199384 -0.11963
