8.39929 0.0999972 0.0599983 -0.0141718 0.999916 0.599949
8.39717 0.199978 0.119987 -0.0283401 0.999663 0.599798
8.39362 0.299924 0.179954 -0.0425017 0.999241 0.599545
8.38867 0.39982 0.239892 -0.056653 0.998651 0.599191
8.38229 0.499649 0.299789 -0.0707906 0.997893 0.598736
8.37451 0.599393 0.359636 -0.0849113 0.996967 0.59818
8.36531 0.699036 0.419422 -0.0990116 0.995873 0.597524
8.35471 0.798562 0.479137 -0.113088 0.994612 0.596767
8.3427 0.897953 0.538772 -0.127137 0.993185 0.595911
8.32928 0.997193 0.598316 -0.141156 0.991591 0.594955
8.31447 1.09627 0.65776 -0.155142 0.989832 0.593899
8.29825 1.19515 0.717093 -0.16909 0.987908 0.592745
8.28065 1.29384 0.776305 -0.182997 0.98582 0.591492
8.26166 1.39231 0.835388 -0.196862 0.983569 0.590141
8.24128 1.49055 0.89433 -0.210679 0.981155 0.588693
8.21952 1.58854 0.953123 -0.224446 0.97858 0.587148
8.19639 1.68626 1.01176 -0.238161 0.975844 0.585506
8.17189 1.7837 1.07022 -0.251818 0.972949 0.583769
8.14603 1.88085 1.12851 -0.265417 0.969895 0.581937
8.11881 1.97768 1.18661 -0.278953 0.966684 0.58001
8.09024 2.07418 1.24451 -0.292424 0.963316 0.57799
8.06033 2.17033 1.3022 -0.305826 0.959794 0.575877
8.02908 2.26613 1.35968 -0.319157 0.956118 0.573671
7.9965 2.36155 1.41693 -0.332413 0.95229 0.571374
7.9626 2.45658 1.47395 -0.345593 0.948312 0.568987
7.92738 2.55121 1.53073 -0.358692 0.944183 0.56651
7.89086 2.64542 1.58725 -0.371709 0.939907 0.563944
7.85304 2.73919 1.64351 -0.38464 0.935484 0.561291
7.81394 2.83251 1.6995 -0.397483 0.930917 0.55855
7.77355 2.92537 1.75522 -0.410236 0.926206 0.555724
7.73189 3.01774 1.81065 -0.422895 0.921354 0.552812
7.68897 3.10963 1.86578 -0.435459 0.916362 0.549817
7.6448 3.20101 1.92061 -0.447924 0.911232 0.546739
7.59939 3.29187 1.97512 -0.460288 0.905966 0.54358
7.55275 3.3822 2.02932 -0.47255 0.900565 0.540339
7.50489 3.47198 2.08319 -0.484706 0.895032 0.537019
7.45581 3.5612 2.13672 -0.496754 0.889368 0.533621
7.40554 3.64985 2.18991 -0.508693 0.883575 0.530145
7.35408 3.73791 2.24275 -0.52052 0.877655 0.526593
7.30144 3.82538 2.29523 -0.532233 0.87161 0.522966
7.24763 3.91223 2.34734 -0.543831 0.865442 0.519265
7.19268 3.99846 2.39908 -0.55531 0.859154 0.515492
7.13658 4.08406 2.45043 -0.566669 0.852746 0.511648
7.07935 4.16901 2.5014 -0.577907 0.846222 0.507733
7.021 4.2533 2.55198 -0.589022 0.839583 0.50375
6.96155 4.33692 2.60215 -0.600012 0.832832 0.499699
6.901 4.41986 2.65192 -0.610874 0.82597 0.495582
6.83938 4.50211 2.70127 -0.621609 0.819 0.4914
6.77668 4.58366 2.75019 -0.632213 0.811924 0.487154
6.71294 4.66449 2.7987 -0.642687 0.804744 0.482846
6.64815 4.7446 2.84676 -0.653027 0.797462 0.478477
6.58234 4.82398 2.89439 -0.663234 0.79008 0.474048
6.51551 4.90262 2.94157 -0.673305 0.782601 0.469561
6.44768 4.9805 2.9883 -0.68324 0.775027 0.465016
